,engineTransmission_battery_value,engineTransmission_engineoilLevelDipstick_value,engineTransmission_engineOil,engineTransmission_engineOil_cc_value_0,engineTransmission_engine_value,engineTransmission_coolant_value,engineTransmission_engineMounting_value,engineTransmission_engineSound_value,engineTransmission_engineSound_cc_value_0,engineTransmission_exhaustSmoke_value,engineTransmission_engineBlowByBackCompression_value,engineTransmission_engineBlowByBackCompression_cc_value_0,engineTransmission_clutch_value,engineTransmission_gearShifting_value,fuel_type,odometer_reading,rating_engineTransmission,how_old
8617,1,1,0,6,0,0,0,0,0,1,1,1,0,0,3,0.18499549223652206,5,1.2601337005036315
8618,1,1,0,0,1,1,1,1,4,1,1,1,1,1,3,-1.535185376520593,3,-2.003052841934626
8619,1,1,0,0,1,0,1,1,4,1,1,1,1,1,3,-0.8941592487003135,4,-0.4817023593113843
8620,1,1,0,5,1,1,1,1,4,1,1,1,1,1,4,-0.8828681559764975,3,-1.694373033866142
8621,1,1,1,5,1,1,1,1,4,1,1,4,1,1,0,0.16517192603391334,2,0.13565725682558338
8622,0,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-0.8122132878714067,9,1.7011048548871799
8623,1,1,0,5,0,1,1,0,3,1,1,1,1,1,3,-0.7816973990136692,3,-0.17302255124290045
8624,1,1,1,5,1,1,1,1,4,1,1,1,1,1,0,0.9651928917359575,9,0.4443370648940672
8625,1,1,0,5,0,0,1,0,3,0,1,1,0,1,3,-0.4814783635029638,3,1.2601337005036315
8626,1,1,0,6,0,1,0,0,0,0,1,1,0,0,3,-0.41997612359066316,7,1.546764950852938
8627,1,1,0,5,1,0,1,0,4,0,1,1,1,0,4,0.6513090678719975,4,1.7452019703255348
8628,1,1,1,5,1,1,0,0,4,1,1,1,0,1,0,-0.796966035765193,4,-1.3415961103593035
8629,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,0.05467746371581273,9,2.0097846629556635
8630,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-0.988957381360685,3,-1.2313533217634163
8631,1,1,0,6,0,0,0,0,6,0,1,1,0,0,0,0.015286947054318378,3,0.13565725682558338
8632,1,1,0,6,0,0,0,0,6,1,1,1,1,1,0,0.007417397580143611,3,-0.415556686153852
8633,0,1,0,3,0,0,0,0,4,0,1,1,1,0,4,0.27938731663599875,5,1.4806192776954057
8634,1,1,0,5,1,1,1,0,3,1,1,1,0,1,0,0.6167942503412419,3,-0.7242364942223358
8635,1,1,1,5,1,0,1,0,4,0,1,1,0,1,4,0.015607716733972241,4,0.37819139173653493
8636,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,0.2544528202042385,9,1.7672505280447122
8637,1,1,0,5,1,1,0,0,0,1,1,3,0,1,0,0.015714639960523528,5,-0.2832653398387875
8638,1,1,0,5,1,1,1,0,0,1,1,1,1,1,0,0.14496343621571997,3,-0.9226735136949326
8639,1,1,0,0,0,1,1,0,4,1,1,1,1,1,3,-0.04189559450531023,3,1.3703764890995187
8640,1,1,0,5,0,0,0,0,4,0,0,0,0,1,4,-1.3377837156616057,6,0.9735024501543251
8641,1,1,1,5,1,1,1,0,3,1,1,1,1,1,0,-0.19278565181448729,2,-0.5478480324689164
8642,1,1,0,0,1,0,1,1,4,1,1,1,1,1,3,-1.4159445942705968,3,-0.9888191868524648
8643,1,1,0,0,1,1,1,1,4,1,1,1,0,1,3,-0.7326410226719384,3,-0.4376052438730294
8644,1,1,0,0,1,1,1,0,4,1,1,1,0,1,3,0.21985246409224182,3,0.3120457185790027
8645,1,1,0,0,1,0,1,0,4,1,1,1,1,1,0,1.6247808916855404,4,0.3561428340173575
8646,1,1,0,6,1,0,0,0,6,1,1,3,0,1,0,-0.2522349657770032,5,0.24590004542147045
8647,1,1,0,0,1,1,0,1,4,0,1,4,0,1,3,-0.7318497907954589,4,-0.06277976264701336
8648,1,1,0,0,1,0,1,0,4,1,1,1,1,1,0,0.026513885842203575,4,-0.7903821673798681
8649,1,1,0,0,1,0,1,0,3,1,1,1,1,0,0,1.9386861001948106,3,0.003365910510518889
8650,1,1,1,5,0,1,0,0,0,0,1,1,0,1,4,0.12732110383475753,4,1.3262793736611638
8651,1,1,0,5,0,0,0,0,0,1,1,1,0,1,4,-0.06259593116563951,4,0.907356776996793
8652,1,1,1,5,1,1,1,0,3,1,1,1,1,1,3,-0.4981370021996544,3,-1.4077417835168358
8653,1,1,0,0,1,1,1,1,4,1,1,1,1,1,3,-1.3729400725516692,4,-0.6360422633456262
8654,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-1.4576232679802887,2,-1.7605187070236743
8655,1,1,1,5,0,1,1,1,4,1,1,3,1,1,3,-0.9169766652463582,4,-0.7462850519415133
8656,1,1,1,5,0,1,0,0,4,1,1,1,0,1,3,-0.023590338119729794,3,1.6790562971680025
8657,1,1,0,5,1,0,1,0,3,1,1,1,1,1,0,2.16119333464804,5,0.3561428340173575
8658,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,0.22105000422961624,9,1.7231534126063572
8659,1,1,0,1,1,1,1,0,4,1,1,1,1,1,0,-0.4145444236818578,3,-0.5698965901880939
8660,1,1,0,0,1,1,1,0,3,1,1,1,1,1,0,-0.3769502172264251,3,-0.1068768780853682
8661,1,1,0,0,1,1,1,1,4,1,1,1,1,1,3,-1.5186122764051433,3,-1.9810042842154485
8662,0,1,0,5,0,0,1,0,0,0,1,1,0,1,3,0.26807483926687253,3,1.436522162257051
8663,0,1,0,5,0,0,0,0,4,0,0,0,0,1,3,0.08769535607485034,6,0.5986769689283091
8664,1,1,0,0,1,1,1,0,4,1,1,1,1,1,0,0.891244788253087,3,-0.23916822440043267
8665,1,1,0,0,0,1,1,0,4,1,1,3,1,1,0,-0.209037982250283,3,-0.1289254358045456
8666,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,-0.5566026224778985,4,-0.3714595707154972
8667,1,1,0,1,1,1,1,0,4,1,1,1,1,1,4,0.10771138408525138,3,0.003365910510518889
8668,1,1,0,5,1,0,1,1,4,1,1,3,0,0,0,-0.4999546970510263,4,-0.415556686153852
8669,1,1,0,0,1,0,1,1,4,1,1,1,1,1,3,-1.0275138968550794,2,-1.6061788029894324
8670,0,1,0,0,1,0,1,1,4,1,1,1,1,1,3,-0.1544215981278853,3,0.8191625461200832
8671,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-1.0558271672458603,1,-0.6580908210648035
8672,1,1,0,6,1,0,0,0,6,1,1,3,0,0,0,-0.32013121463707084,5,-1.6502759184277873
8673,0,1,0,0,1,0,1,0,0,1,1,3,1,1,3,0.9408999346635049,3,1.1278423541885672
8674,1,1,0,6,0,1,1,0,4,0,1,1,0,1,3,0.03387020382893216,3,1.3483279313803411
8675,1,1,1,5,1,1,1,1,4,1,1,1,1,1,0,-0.5969126788877339,2,-0.5919451479072714
8676,1,0,0,5,0,0,1,0,1,0,1,3,0,1,0,0.2910419483300891,5,-0.3714595707154972
8677,1,1,0,0,0,0,0,0,0,1,1,1,0,0,4,2.297114140240037,5,1.6129106240104703
8678,0,1,0,0,1,0,0,0,0,0,1,1,1,1,3,-0.8481394919926393,3,1.392425046818696
8679,1,1,0,6,0,1,0,0,4,0,1,1,0,1,3,3.091104635964588,6,0.9735024501543251
8680,1,1,0,5,1,1,0,0,5,1,1,1,0,0,3,-0.27199437804368115,3,0.8412111038392607
8681,1,1,0,5,1,1,0,0,4,1,1,1,1,1,3,-1.1625579319893555,4,0.025414468229696306
8682,1,1,1,5,1,1,1,1,4,1,1,1,1,1,4,0.16996208658341103,2,-1.3415961103593035
8683,1,1,0,5,0,0,0,0,1,1,1,1,1,1,4,-0.29136886669477446,5,0.7089197575241962
8684,0,1,0,6,0,0,1,0,4,1,1,1,0,1,4,1.4225249163411247,4,1.0616966810310349
8685,0,1,0,5,0,0,0,0,3,1,1,1,0,0,3,0.02754034881709594,3,1.657007739448825
8686,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-1.36885560529741,1,-1.209304764044239
8687,1,1,1,5,1,1,0,0,2,1,1,1,1,1,0,-0.2575169731686368,5,0.1577058145447608
8688,0,1,0,5,1,1,1,1,4,1,1,1,1,1,3,-0.8462576432053366,3,0.8632596615584381
8689,0,1,0,6,1,0,0,0,6,0,0,0,0,0,0,-0.960558572388663,5,-0.415556686153852
8690,1,1,0,0,1,1,1,0,0,1,1,1,1,1,3,-0.7883052544145387,4,1.0837452387502122
8691,0,1,0,6,0,0,0,0,6,1,1,1,0,0,4,1.9128106793693989,3,1.8995418743597767
8692,1,1,0,0,1,1,0,1,4,1,1,1,1,1,0,-1.3801253133759155,3,-0.5698965901880939
8693,1,1,1,5,1,1,1,0,3,0,1,1,1,1,4,-0.8796818438252691,3,-0.17302255124290045
8694,1,1,0,5,0,1,0,0,3,1,1,1,0,0,0,-0.23675248257237674,4,-0.7683336096606906
8695,1,1,0,0,1,1,1,0,3,1,1,1,1,1,3,-1.2664017696159662,3,-1.209304764044239
8696,1,1,0,5,1,0,1,0,4,0,1,1,1,0,3,-0.21250229479054472,3,1.2160365850652768
8697,1,1,0,5,1,1,1,1,4,1,1,1,1,1,4,-1.2856907196858183,3,0.40023994945571234
8698,1,1,0,0,0,1,1,0,3,1,1,1,1,1,3,0.7407610392048047,3,0.907356776996793
8699,1,1,0,3,0,1,0,0,4,1,1,1,0,1,4,-0.20110427884017748,3,-1.4077417835168358
8700,1,1,1,5,1,1,1,0,1,1,1,1,1,1,3,-0.16194899327709594,3,-0.150973993523723
8701,1,1,1,5,0,0,0,0,3,0,1,1,1,0,3,-1.0661131816400942,3,-0.7683336096606906
8702,1,1,0,0,1,1,1,1,4,1,0,0,0,1,4,-0.283606240447151,4,0.48843418033242203
8703,1,1,1,5,1,1,1,0,3,1,1,1,1,1,0,-0.7315717904064255,3,-0.9006249559757551
8704,1,1,1,5,1,1,0,0,3,1,1,1,1,1,3,-0.19898719895446199,3,0.642774084366664
8705,1,1,0,5,0,1,1,0,4,0,1,1,1,1,3,0.2874279432726556,5,0.6648226420858414
8706,1,1,1,5,1,1,1,1,4,1,1,1,1,1,0,1.0118328031576291,2,-1.1872562063250616
8707,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,0.19089765434215314,9,1.7452019703255348
8708,1,1,1,5,1,1,1,0,3,1,1,1,1,1,0,-0.5304278166181433,2,-0.7242364942223358
8709,1,1,1,5,1,1,1,1,4,1,1,1,0,1,3,-1.0641671789168607,3,-1.099061975448352
8710,0,1,0,0,1,1,1,1,4,1,1,1,0,1,4,0.5373930623042558,3,0.9294053347159703
8711,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-1.3122932184517788,1,-0.680139378783981
8712,1,1,0,5,0,0,0,0,4,1,1,1,0,1,3,-0.040633900432005036,4,0.6648226420858414
8713,0,1,0,5,0,0,0,0,0,1,1,1,0,1,4,-0.5312404331399331,5,0.3561428340173575
8714,1,1,1,5,1,1,1,0,6,1,1,1,1,1,0,-1.0102778727350117,1,-1.9589557264962711
8715,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-0.540371676687413,1,-1.054964860009997
8716,1,1,0,5,0,0,0,0,4,0,1,1,0,0,4,-1.3745653055952487,2,1.392425046818696
8717,1,1,1,5,0,1,0,0,4,1,1,1,0,0,4,0.46117818641849795,4,-0.150973993523723
8718,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-1.1443595988303263,2,-1.099061975448352
8719,1,1,0,5,1,1,1,0,0,1,1,1,1,1,3,-0.4148651933615116,4,1.1719394696269219
8720,1,1,0,6,1,0,1,0,3,1,1,1,1,1,0,-0.402355175855011,5,-0.7462850519415133
8721,1,1,1,5,0,0,0,0,4,1,1,1,1,1,3,-0.39921163299440315,3,0.13565725682558338
8722,1,1,1,5,1,0,1,0,3,1,1,1,1,1,0,-0.04418375155350779,3,-0.3935081284346746
8723,1,1,0,0,1,1,1,1,4,1,1,1,1,1,3,-0.9545922563471012,1,-0.9226735136949326
8724,1,1,0,5,0,1,1,0,4,1,1,1,0,1,3,0.2803923949655809,2,1.4585707199762283
8725,1,1,1,5,1,1,1,1,4,0,1,1,1,1,0,2.251308229985465,9,0.5104827380515995
8726,1,1,0,5,0,0,0,0,6,1,1,1,0,1,0,0.3967034808080715,3,0.5545798534899543
8727,1,1,1,5,1,1,0,0,3,1,1,1,0,1,0,-0.6294387244046356,3,-0.9006249559757551
8728,1,1,1,5,1,1,1,1,4,1,1,1,1,1,0,0.732805951149389,2,0.1797543722639382
8729,0,1,0,5,1,1,0,0,4,1,1,1,0,1,3,-0.19197303529269752,3,-0.2832653398387875
8730,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-1.6301545863434466,2,-1.7164215915853196
8731,1,1,0,6,1,1,1,0,3,1,1,1,0,1,3,-0.8117214410292707,4,-0.06277976264701336
8732,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0.9065775789405416,5,0.13565725682558338
8733,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,0.16078807374531054,9,1.9436389897981314
8734,1,1,0,5,0,0,0,0,0,0,1,2,0,1,4,1.6314101317317202,3,0.1797543722639382
8735,1,1,1,5,1,1,0,0,6,0,1,3,1,1,0,0.23610479452803754,4,-0.30531389755796495
8736,0,1,0,3,1,0,0,0,4,1,1,1,0,1,3,1.529918605089238,3,0.7089197575241962
8737,1,1,0,5,0,1,0,0,4,1,1,1,0,1,4,-0.38394299624287925,3,-0.5698965901880939
8738,1,1,0,0,1,0,0,0,3,0,1,1,0,0,3,-0.7888398705472951,4,0.24590004542147045
8739,1,1,0,0,1,0,1,1,4,1,1,1,1,1,3,-0.15916898938676247,3,0.7750654306817284
8740,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,0.48286221676309904,9,2.5389500482159217
8741,1,1,0,6,1,1,1,0,4,1,1,1,0,0,0,0.06391563048984399,3,-0.5919451479072714
8742,1,1,0,0,1,0,1,0,4,1,1,1,1,1,3,-0.55756493151686,4,1.2601337005036315
8743,1,1,0,5,0,0,0,0,0,1,1,1,0,0,3,0.8251234649537706,5,1.6349591817296476
8744,1,1,0,0,1,0,1,1,4,1,1,1,1,1,0,0.1363454241556862,3,-0.7242364942223358
8745,1,1,0,5,1,1,1,0,4,0,1,1,1,1,3,-0.6048677669431497,3,0.003365910510518889
8746,1,1,1,5,1,1,1,1,4,1,1,1,1,1,0,-0.37671498612801224,1,-1.3195475526401261
8747,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-1.6048779355867222,1,-1.5620816875510777
8748,1,1,0,3,1,1,1,1,4,1,1,1,1,1,4,-1.1633705485111454,2,-1.694373033866142
8749,1,1,0,6,1,0,0,0,0,1,1,1,1,1,3,0.29799195805592277,4,0.7750654306817284
8750,1,1,0,0,1,1,1,1,4,1,1,1,1,1,0,-0.9956293906974854,1,-0.8344792828182229
8751,1,1,0,0,0,1,0,0,6,0,1,1,1,1,0,0.7269679429796887,3,0.1577058145447608
8752,0,1,0,5,0,1,0,0,4,0,1,1,0,1,3,2.4105810682562634,3,1.4585707199762283
8753,1,1,0,5,1,0,1,0,1,1,1,1,1,1,3,-0.2451352635339977,4,0.4663856226132446
8754,1,1,0,0,1,1,1,0,0,1,1,1,1,1,3,-0.44736985423310305,3,-1.4077417835168358
8755,1,1,0,0,0,0,1,0,0,1,1,1,0,1,4,0.19339965784345325,5,-0.8124307250990455
8756,1,1,0,5,0,0,0,0,0,0,1,1,0,0,4,0.22921893873813462,5,0.48843418033242203
8757,0,1,0,0,0,0,1,0,0,1,1,1,1,0,4,-0.46824126805591443,4,0.907356776996793
8758,0,1,0,0,1,1,0,0,4,0,1,1,0,1,4,-0.6482144429870417,4,0.2899971608598253
8759,1,1,0,5,0,1,1,0,0,1,1,1,0,1,4,0.3627874333460031,4,1.0396481233118575
8760,1,1,0,5,1,0,1,1,4,1,1,1,1,1,0,2.2633691699404506,4,-0.34941101299631977
8761,1,1,1,5,0,1,1,0,3,0,1,1,0,1,0,-1.0264232799442563,5,-0.9006249559757551
8762,1,1,0,3,0,1,0,0,4,0,0,0,0,1,4,-0.5655627888628963,3,1.8333962012022444
8763,0,1,0,0,1,1,1,0,6,1,1,1,0,1,0,0.7240382465721834,3,0.11360869910640596
8764,1,1,0,0,1,1,0,0,4,1,1,1,1,1,0,0.08100196209273974,3,0.2899971608598253
8765,1,1,0,5,1,0,1,0,6,1,1,3,1,1,0,0.6649738562252521,4,-0.3935081284346746
8766,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,0.29444210693442,9,1.7452019703255348
8767,1,1,1,5,1,1,1,1,4,1,1,3,1,1,3,-1.3557682023675324,2,-1.62822736070861
8768,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-1.5102936493794532,1,-0.680139378783981
8769,0,0,0,6,0,1,0,0,0,1,0,0,0,1,4,0.507689789968308,5,1.0616966810310349
8770,1,1,0,0,1,1,1,1,4,0,1,3,1,1,0,-0.29639425834268496,4,-1.1211105331675293
8771,1,1,0,6,1,1,1,0,1,1,1,3,1,1,0,-0.3012271881828032,5,-0.9667706291332874
8772,0,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-0.8931755550160416,2,-0.8785763982565777
8773,0,1,0,0,0,0,1,0,0,1,0,0,1,1,3,0.32187860686748043,9,1.7011048548871799
8774,1,1,0,5,0,1,0,0,4,0,1,1,1,0,4,-0.06507655002162938,3,0.7309683152433736
8775,1,1,0,6,1,1,0,1,3,1,1,1,1,1,0,-0.09779505734632339,3,-0.4817023593113843
8776,0,1,0,6,0,1,1,0,0,1,1,1,0,1,4,0.45604587154403614,5,0.4222885071748898
8777,0,1,0,3,1,1,0,0,4,1,1,1,0,1,4,0.5257598152554757,5,0.7089197575241962
8778,1,1,0,0,0,1,0,0,3,1,1,1,0,1,4,0.24636942427696115,3,-0.2832653398387875
8779,1,1,0,5,0,0,1,0,1,0,1,4,0,1,0,1.055585787462416,2,-0.680139378783981
8780,1,1,0,5,0,1,1,0,4,0,1,1,1,1,4,1.2687693165603733,2,1.282182258222809
8781,1,1,0,0,1,1,1,1,4,1,1,1,1,1,4,-1.3456318804904701,2,-1.8046158224620292
8782,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,0.27444746356932925,9,2.2743673555857926
8783,1,1,1,5,1,1,1,0,1,1,1,1,1,1,3,-0.39544793541979784,3,1.9436389897981314
8784,1,1,0,5,1,0,0,0,4,0,1,1,0,1,3,-0.2505028095068723,3,1.9436389897981314
8785,1,1,0,0,1,1,1,1,4,1,1,1,1,1,3,-0.1284392540759224,3,-1.1652076486058842
8786,1,1,0,0,1,0,1,1,4,1,1,1,1,1,3,-1.2211090908488407,5,-1.4077417835168358
8787,1,1,0,5,1,1,1,0,3,1,1,1,0,1,0,0.4222795165991395,3,-0.9006249559757551
8788,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-1.3924000997840034,1,-0.6360422633456262
8789,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-0.1434085057931027,9,1.6790562971680025
8790,1,1,1,5,1,1,0,1,4,1,1,1,0,0,4,-0.04871729635928238,3,0.5104827380515995
8791,1,1,0,5,0,1,0,0,4,1,1,3,1,1,0,0.755644752340744,3,-0.8124307250990455
8792,0,1,0,6,1,1,0,0,0,1,1,1,0,0,3,0.4388953860052096,5,1.7231534126063572
8793,1,1,0,5,1,0,0,0,1,1,1,1,1,1,3,-0.07333102311138878,4,0.24590004542147045
8794,1,1,0,0,1,1,1,1,4,1,1,3,1,1,0,-0.9983880099425085,1,-0.3714595707154972
8795,1,1,0,0,1,0,1,0,0,1,1,1,1,1,3,-0.73775195290109,5,1.1498909119077445
8796,1,1,0,4,0,1,0,0,6,0,0,0,1,1,0,-0.21091983103758566,4,-0.30531389755796495
8797,1,1,1,5,1,1,0,0,4,1,1,1,1,1,4,-0.6012323772404059,3,-0.34941101299631977
8798,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,1.0924101466866794,9,2.2523187978666153
8799,1,1,0,5,0,0,0,1,4,0,1,1,0,1,3,-0.431587985994133,3,0.4663856226132446
8800,1,1,0,1,1,1,1,0,4,1,1,1,1,1,4,-0.617762708065235,3,0.9294053347159703
8801,1,1,1,5,1,1,1,0,4,1,1,1,0,1,4,0.0623973206728157,5,-0.9226735136949326
8802,1,1,0,5,0,0,0,0,0,0,1,1,0,1,4,0.09911475667052785,5,0.11360869910640596
8803,1,1,0,0,1,1,1,0,3,1,1,1,0,1,3,-0.6110051601471936,3,1.1057937964693896
8804,0,1,1,5,1,1,1,1,4,1,1,1,1,1,4,0.07103671737815974,9,1.7452019703255348
8805,1,1,0,6,0,1,0,0,0,1,1,1,0,1,3,0.2592643653990464,3,0.9955510078735026
8806,0,1,1,5,0,0,0,0,4,1,1,1,0,1,4,0.31120766885766193,4,1.282182258222809
8807,1,1,0,0,0,0,1,0,4,0,1,1,0,1,0,0.285054247643217,4,-0.21711966668125526
8808,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,0.8873741674519303,9,1.7011048548871799
8809,1,1,1,5,1,1,1,0,3,1,1,1,0,1,3,-0.19359826833627708,5,0.3561428340173575
8810,1,1,0,5,0,1,1,0,0,1,1,1,0,0,3,0.4730680492110011,3,1.5247163931337606
8811,1,1,0,0,1,1,1,0,4,1,1,1,1,1,3,-0.3787892967231072,3,0.5325312957707768
8812,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,-1.5195318161534843,2,-1.473887456674368
8813,1,1,1,5,1,1,0,0,1,1,1,1,1,1,3,-0.09125135588138458,3,-0.018682647208658528
8814,1,1,0,5,0,1,1,0,0,0,1,1,0,1,4,0.8635302879309932,1,0.22385148770229304
8815,1,1,0,0,1,0,0,1,4,1,1,1,0,1,3,-0.4659317263624066,3,0.04746302594887372
8816,1,1,0,5,1,0,1,0,0,0,1,3,1,1,4,0.21942477118603668,3,0.7089197575241962
8817,1,1,0,0,1,0,1,1,4,1,1,3,0,1,0,-0.8555171946246781,3,-1.3415961103593035
8818,1,1,0,6,0,0,0,0,6,1,1,1,0,0,0,0.48147221481793234,4,-0.2612167821196101
8819,1,1,1,5,1,0,1,0,6,1,1,1,0,0,0,0.23811495118720175,4,-0.04073120492783594
8820,1,1,1,5,1,1,1,0,6,1,1,3,0,1,0,1.1513034598711287,5,-0.4376052438730294
8821,1,1,0,5,0,0,1,0,4,1,1,1,0,1,4,2.4675711480080995,3,0.09156014138722855
8822,1,1,0,0,1,1,0,0,4,1,1,1,1,1,0,0.021082185933398168,4,-1.2974989949209486
8823,1,1,0,0,1,0,1,1,4,0,1,1,1,1,0,0.27284361517105993,3,0.04746302594887372
8824,1,1,0,5,1,0,1,0,1,0,1,1,1,1,0,-0.8639855141675401,4,0.06951158366805113
8825,1,0,0,6,0,1,0,0,4,1,1,1,0,1,4,-0.2741328425747069,4,-0.3935081284346746
8826,1,1,0,5,0,0,0,0,4,0,1,1,0,1,4,-0.3081985825539471,3,1.436522162257051
8827,1,1,1,5,1,1,1,0,3,1,1,1,1,1,4,0.2143138409568851,3,1.1498909119077445
8828,1,1,0,6,1,1,0,0,4,1,1,1,0,1,3,-0.6085886952271345,3,1.4806192776954057
8829,1,1,0,5,1,1,1,0,4,1,1,1,1,1,3,-0.22240338556919395,2,0.3120457185790027
8830,0,1,0,5,1,0,1,0,4,1,1,3,0,1,3,0.5174625728750957,3,1.590862066291293
8831,1,1,1,5,1,1,1,1,4,1,1,1,1,1,3,1.1480529937839694,9,2.7594356254076957
8832,1,1,0,4,1,1,1,0,3,1,1,1,0,1,0,-0.5031837784928752,3,-0.150973993523723
8833,1,1,0,6,0,1,1,0,4,0,1,3,0,1,4,0.46025864667015687,5,0.5325312957707768
8834,1,1,0,6,1,1,1,0,6,0,1,1,0,1,0,-0.4885352964553488,5,-0.34941101299631977
8835,0,1,0,6,1,1,1,0,4,1,1,3,1,1,3,4.1374767156407986,5,1.546764950852938
8836,0,1,0,5,1,1,1,0,4,0,1,1,0,1,3,2.510019668948961,6,1.3262793736611638
8837,1,1,1,5,0,1,0,0,4,1,1,1,1,1,0,-0.2199655360038246,4,0.5986769689283091
8838,0,1,0,6,0,0,0,0,0,0,0,0,0,1,4,1.1250431154301324,6,1.9656875475173088
8839,1,1,1,5,0,1,1,1,4,1,1,1,1,1,3,-0.7610612162892706,1,-0.7683336096606906
8840,1,1,0,0,1,0,1,1,4,1,1,1,1,1,4,0.06427916946011836,4,-1.0108677445716423
8841,1,1,0,5,0,0,0,0,4,1,1,1,0,1,4,0.041782522593727445,3,-0.3714595707154972
8842,0,1,0,6,1,0,1,0,4,1,1,1,1,1,3,2.5682928274194126,3,0.13565725682558338
8843,1,1,0,5,1,1,1,0,4,1,1,1,1,1,0,-0.016918328782929447,3,-0.6580908210648035
8844,1,1,0,0,1,0,1,1,4,1,1,1,1,1,3,-1.3746722288217998,3,-1.7164215915853196
8845,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.13216018235990723,4,-0.2612167821196101
8846,1,0,0,5,0,0,0,0,4,1,1,3,0,0,0,-0.02671249633502739,5,-0.018682647208658528
8847,1,1,0,5,0,0,0,0,4,1,1,1,0,1,0,1.2836530296963125,5,-0.08482832036619077
8848,1,1,0,0,1,1,1,1,4,1,1,1,1,0,3,-1.148550989311137,3,-1.4297903412360131
8849,1,1,0,0,0,0,1,0,3,1,1,2,0,1,4,-1.3163990703513482,3,-0.94472207141411
8850,1,1,0,5,1,1,1,0,3,1,1,1,0,1,4,-0.19090380302718463,4,1.502667835414583
8851,1,1,0,0,1,1,1,1,4,1,1,3,1,1,3,-1.1089680108418503,3,-1.4077417835168358
8852,1,1,0,5,1,1,0,0,1,1,1,3,1,1,0,0.5522340061495744,4,-0.680139378783981
8853,1,1,0,1,1,1,0,0,4,1,1,1,1,1,4,-0.5882732821823898,3,0.8191625461200832
8854,0,0,0,5,0,0,1,0,3,0,1,1,1,1,4,0.09958521886735353,3,1.01759956559268
8855,1,1,0,5,1,0,0,0,6,1,1,1,0,0,0,0.8449684158016897,5,0.025414468229696306
8856,1,1,1,5,1,1,1,1,4,1,1,1,1,1,0,2.09808724633747,9,0.9955510078735026
8857,1,1,0,5,1,1,1,0,4,1,1,1,1,1,0,-0.11941493375499374,3,-1.1652076486058842
8858,1,1,1,5,1,1,1,1,4,1,1,1,1,1,0,-1.2028252191085704,1,-1.9148586110579162
8859,1,1,1,5,1,1,1,1,4,0,1,1,1,1,0,-0.43329875761895364,2,-0.9006249559757551
8860,1,1,1,5,1,1,1,0,3,0,1,1,0,1,3,-0.7334536391937282,3,-0.1068768780853682
8861,1,1,0,0,1,0,1,1,4,1,1,1,1,1,3,-0.5631035546522167,3,1.7231534126063572
8862,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0.08008242234439866,4,-0.9226735136949326
8863,1,1,0,6,0,1,0,0,6,0,1,3,0,0,0,0.2915979491081558,5,-0.6580908210648035
8864,1,1,1,5,1,1,1,1,4,1,1,1,1,1,0,-1.0820019731056154,2,-0.34941101299631977
8865,1,1,0,3,1,1,0,0,4,1,1,1,0,1,3,-0.028594345122330053,4,0.5986769689283091
8866,1,1,1,5,1,1,1,0,3,1,1,1,1,1,0,0.7348161078085531,5,-0.19507110896207785
8867,1,1,1,5,1,1,1,1,4,1,1,1,1,1,0,-1.332822477949626,1,-1.6723244761469647
8868,1,1,1,5,1,1,1,1,4,1,1,1,1,1,4,-0.6972280500381519,1,-0.9888191868524648
8869,1,1,0,0,1,1,0,0,0,0,1,1,1,1,3,-0.04074082365855632,3,0.5766284112091317
8870,1,1,0,0,1,0,1,0,6,1,1,3,0,1,0,-0.11834570148948087,3,-0.30531389755796495
8871,1,1,1,5,1,1,1,1,4,1,1,1,1,1,0,-1.2546615993406347,1,-1.9810042842154485
